,pred_vol,intraday_mom,pos,strategy_ret
2022-03-19,3.534652732015409,0.009907950967444012,1,0.009907950967444012
2022-03-20,3.721854685186559,-0.010373662571375064,0,-0.0
2022-03-21,3.519710909214308,0.034439742844497134,1,0.034439742844497134
2022-03-22,3.512439486510813,-0.0039397936672690426,0,-0.0
2022-03-23,3.510577736250351,0.015420462601998475,1,0.015420462601998475
2022-03-24,3.5051810975779096,0.029245127859117037,1,0.029245127859117037
2022-03-25,3.5029851292085037,0.010830261660978335,1,0.010830261660978335
2022-03-26,3.498544722431599,0.0026818825361112353,1,0.0026818825361112353
2022-03-27,3.456087639639862,0.005449049348429824,1,0.005449049348429824
2022-03-28,3.4662179530202097,0.007356431852986178,1,0.007356431852986178
2022-03-29,3.47837946160369,0.0019185043183238548,1,0.0019185043183238548
2022-03-30,3.471415390621616,-0.007124905556591732,0,-0.0
2022-03-31,3.468357642146343,-0.052981268277317084,0,-0.0
2022-04-01,3.4703427822261035,0.044598781346258276,1,0.044598781346258276
2022-04-02,3.46477870712032,-0.01694328783403165,0,-0.0
2022-04-03,3.412321313130444,-0.00867887868827022,0,-0.0
2022-04-04,3.443422069314142,0.013885747226989986,1,0.013885747226989986
2022-04-05,3.4374428083999486,-0.03093228484765742,0,-0.0
2022-04-06,3.433652546592025,-0.04254390621543913,0,-0.0
2022-04-07,3.44358078573319,0.007565696845909242,1,0.007565696845909242
2022-04-08,3.4347591922142087,-0.02787833995768485,0,-0.0
2022-04-09,3.4338153932534152,0.009046986020524228,1,0.009046986020524228
2022-04-10,3.4287417092733814,-0.0010665000867998709,0,-0.0
2022-04-11,3.4230387519858136,-0.05619810930369862,0,-0.0
2022-04-12,3.4426681992489434,0.008067429501815937,1,0.008067429501815937
2022-04-13,3.4315826082651633,0.031031985341278823,1,0.031031985341278823
2022-04-14,3.427853081851468,-0.027344178209402492,0,-0.0
2022-04-15,3.424976630397934,0.0062394547492750085,1,0.0062394547492750085
2022-04-16,3.4188262555665214,-0.001458960343030058,0,-0.0
2022-04-17,3.413268348079447,0.003703108161102975,1,0.003703108161102975
2022-04-18,3.4052929096793583,0.02209292397631435,1,0.02209292397631435
2022-04-19,3.4063822791504004,0.017333479437407595,1,0.017333479437407595
2022-04-20,3.3992277280161116,0.007222677860887483,1,0.007222677860887483
2022-04-21,3.3901560752782185,-0.028977004497155012,0,-0.0
2022-04-22,3.3831655469903334,-0.025056916116679262,0,-0.0
2022-04-23,3.386890101505669,-0.0006616529930111303,0,-0.0
2022-04-24,3.380626012070234,-0.005121662285008433,0,-0.0
2022-04-25,3.3736339662298698,0.032404043367713964,1,0.032404043367713964
2022-04-26,3.3664962825420606,-0.05425203452527738,0,-0.0
2022-04-27,3.3812986328413763,0.026180395498626163,1,0.026180395498626163
2022-04-28,3.380260664534879,0.004228560800362269,1,0.004228560800362269
2022-04-29,3.3715935898322758,-0.02186024894300287,0,-0.0
2022-04-30,3.3780037968921084,-0.026329443557556842,0,-0.0
2022-05-01,3.368750763954507,0.005388685943068294,1,0.005388685943068294
2022-05-02,3.366088367129647,-0.004517402938018167,0,-0.0
2022-05-03,3.3648989662363613,-0.013041275121505547,0,-0.0
2022-05-04,3.3602256313569585,0.04545471291760261,1,0.04545471291760261
2022-05-05,3.369716558985618,-0.08260598464506153,0,-0.0
2022-05-06,3.3970945428287136,-0.017698908639101063,0,-0.0
2022-05-07,3.3871865913381907,-0.009578801444543483,0,-0.0
2022-05-08,3.388338246946816,-0.014027653349685698,0,-0.0
2022-05-09,3.3974872162281553,-0.08694487349390212,0,-0.0
2022-05-10,3.4597409251511215,0.02010576070091097,1,0.02010576070091097
2022-05-11,3.463158670022695,-0.09464063274332601,0,-0.0
2022-05-12,3.395876877379126,0.07267965809560661,1,0.07267965809560661
2022-05-13,3.381092587401962,-0.03244850040226632,0,-0.0
2022-05-14,3.36842494161124,0.01801753572182463,1,0.01801753572182463
2022-05-15,3.3626194502882747,-0.032383326143571534,0,-0.0
2022-05-16,3.3662247250295603,0.0010204381446448085,1,0.0010204381446448085
2022-05-17,3.3694609411676764,-0.017279302271200336,0,-0.0
2022-05-18,3.4288528579224375,-0.02126796256811736,0,-0.0
2022-05-19,3.4450639004029298,0.033366355408744885,1,0.033366355408744885
2022-05-20,3.4631829636344236,-0.030349416996788503,0,-0.0
2022-05-21,3.4104802386457043,0.006365699549384152,1,0.006365699549384152
2022-05-22,3.3966222960152295,-0.0046699032332639945,0,-0.0
2022-05-23,3.3913201568427103,-0.028356364908289078,0,-0.0
2022-05-24,3.3901328912846216,0.030740106527353817,1,0.030740106527353817
2022-05-25,3.385393393370595,-0.01242625278302334,0,-0.0
2022-05-26,3.3737466507476346,-0.02833594450464294,0,-0.0
2022-05-27,3.3621690808601143,-0.006572977299938221,0,-0.0
2022-05-28,3.353669652920516,0.007660361130814364,1,0.007660361130814364
2022-05-29,3.343890709048753,0.030407768783865752,1,0.030407768783865752
2022-05-30,3.338270010100757,0.04560839340530087,1,0.04560839340530087
2022-05-31,3.381026333135491,-0.005320763031981812,0,-0.0
2022-06-01,3.374368141681728,-0.060331488217618245,0,-0.0
2022-06-02,3.4247547294056635,0.024486649874055466,1,0.024486649874055466
2022-06-03,3.421015851599081,-0.03196950439728208,0,-0.0
2022-06-04,3.4137443028431576,0.010644159427705802,1,0.010644159427705802
2022-06-05,3.3766158015175605,0.04443895840107248,1,0.04443895840107248
2022-06-06,3.3652610559598957,-0.055358158862074514,0,-0.0
2022-06-07,3.372027678048526,0.014299840229779592,1,0.014299840229779592
2022-06-08,3.3624497141649057,0.007945994539521939,1,0.007945994539521939
2022-06-09,3.3568439277613042,-0.00599584311113921,0,-0.0
2022-06-10,3.348569464076697,-0.027991663443428405,0,-0.0
2022-06-11,3.358952423738789,-0.029500970545864535,0,-0.0
2022-06-12,3.3490775174922995,-0.04009346568656991,0,-0.0
2022-06-13,3.3575283616652745,-0.13568444588583406,0,-0.0
2022-06-14,3.4961801780059636,-0.03066027596013332,0,-0.0
2022-06-15,3.486896557763165,0.036086498885328444,1,0.036086498885328444
2022-06-16,3.890748847497253,-0.08256160317923966,0,-0.0
2022-06-17,3.9579820546463917,0.003629940622858152,1,0.003629940622858152
2022-06-18,3.912506988485671,-0.07235288099034465,0,-0.0
2022-06-19,3.9276123902524116,-0.029103184593129994,0,-0.0
2022-06-20,3.9674063163165396,0.03197271309002914,1,0.03197271309002914
2022-06-21,4.010006418638658,-0.014584579878622272,0,-0.0
2022-06-22,3.9800789004639814,-0.004478963214641807,0,-0.0
2022-06-23,3.9274127100749654,0.04264148420690339,1,0.04264148420690339
2022-06-24,3.961365908560289,0.01096118893755782,1,0.01096118893755782
2022-06-25,4.143043375204684,0.008980179340513983,1,0.008980179340513983
2022-06-26,4.100865943258831,0.006681126744484622,1,0.006681126744484622
2022-06-27,4.064290420474858,-0.021229929797405678,0,-0.0
2022-06-28,4.020496085920816,-0.022257672916661586,0,-0.0
2022-06-29,4.040356768376305,-0.010147974009022231,0,-0.0
2022-06-30,4.031906082638448,-0.017976878036129462,0,-0.0
2022-07-01,4.118732830362916,-0.031180466985659572,0,-0.0
2022-07-02,4.091885667200421,0.006262961687319768,1,0.006262961687319768
2022-07-03,4.051901022514368,-0.010898667019156205,0,-0.0
2022-07-04,3.9985847481009964,0.06377514923143845,1,0.06377514923143845
2022-07-05,4.048814889437591,-0.017567388397400796,0,-0.0
2022-07-06,4.071171542370856,0.026889915566678635,1,0.026889915566678635
2022-07-07,4.062511897346372,0.080578294422194,1,0.080578294422194
2022-07-08,4.0856470363709825,-0.022993080367238128,0,-0.0
2022-07-09,4.028299458254329,-0.0008822848678424755,0,-0.0
2022-07-10,4.018027614838642,-0.015565941589350984,0,-0.0
2022-07-11,4.031531784994087,-0.028952704019963194,0,-0.0
2022-07-12,3.990309032546588,-0.02332128332580219,0,-0.0
2022-07-13,4.0081629562759735,0.03873667543189985,1,0.03873667543189985
2022-07-14,3.9955557421578565,0.019569959735688647,1,0.019569959735688647
2022-07-15,3.9625232794922223,0.006521120702628558,1,0.006521120702628558
2022-07-16,3.9065747573748917,0.02197887527732223,1,0.02197887527732223
2022-07-17,3.8552534678849386,0.02341170099279788,1,0.02341170099279788
2022-07-18,3.839305472818764,0.029227721283081154,1,0.029227721283081154
2022-07-19,4.04793412784871,0.07040405124329596,1,0.07040405124329596
2022-07-20,4.069773064474854,-0.02837604649922676,0,-0.0
2022-07-21,4.046641877002354,0.005963556531284331,1,0.005963556531284331
2022-07-22,3.9878757611355353,-0.0043661184321082125,0,-0.0
2022-07-23,3.9345949736862966,-0.015983530393559486,0,-0.0
2022-07-24,3.8764487890185397,-0.03164451025488657,0,-0.0
2022-07-25,3.829816699013975,-0.0332319721980886,0,-0.0
2022-07-26,3.830461011025419,-0.003012441458914772,0,-0.0
2022-07-27,3.8745237253503935,0.09777277165666654,1,0.09777277165666654
2022-07-28,3.899823844458344,0.03379926177571457,1,0.03379926177571457
2022-07-29,3.9853641619098252,-0.004285953177257551,0,-0.0
2022-07-30,3.948260510410818,-0.006897927304488016,0,-0.0
2022-07-31,3.927208128230935,0.004047056803056837,1,0.004047056803056837
2022-08-01,3.866549333213216,-0.022370511326584075,0,-0.0
2022-08-02,3.5761589660771347,0.0006471231677969147,1,0.0006471231677969147
2022-08-03,3.5768070580242317,0.010118310026663524,1,0.010118310026663524
2022-08-04,3.550620992633884,0.0031626788313932064,1,0.0031626788313932064
2022-08-05,3.5345642437215883,4.703275119166683e-05,1,4.703275119166683e-05
2022-08-06,3.5304826229742083,-0.009222577255751596,0,-0.0
2022-08-07,3.5184943144186382,0.005541784259538218,1,0.005541784259538218
2022-08-08,3.5060124724423254,0.022762105920414166,1,0.022762105920414166
2022-08-09,3.5100433820962627,-0.0405681444895345,0,-0.0
2022-08-10,3.505609240148169,0.0640814125904765,1,0.0640814125904765
2022-08-11,3.5096907002641644,-0.01309330649633389,0,-0.0
2022-08-12,3.4807925259176287,0.03269711332757308,1,0.03269711332757308
2022-08-13,3.4682202850309007,-0.014296763438784277,0,-0.0
2022-08-14,3.6729451902294246,0.023430852158169646,1,0.023430852158169646
2022-08-15,3.4108570229529027,-0.03151855436355544,0,-0.0
2022-08-16,3.3942979782915823,-0.003415955822131278,0,-0.0
2022-08-17,3.3741715379774635,-0.023860822627568612,0,-0.0
2022-08-18,3.3651754147092605,-0.0287290950778768,0,-0.0
2022-08-19,3.337445912746244,-0.07133547612552604,0,-0.0
2022-08-20,3.691578830976682,-0.0003040908016079813,0,-0.0
2022-08-21,3.68287251301203,-0.004716365047677362,0,-0.0
2022-08-22,3.6680203540642835,-0.008236145170231302,0,-0.0
2022-08-23,3.66507381529652,0.0012219153700001595,1,0.0012219153700001595
2022-08-24,3.649243613050676,0.009584204756500903,1,0.009584204756500903
2022-08-25,3.640110290241105,0.0039442301600611795,1,0.0039442301600611795
2022-08-26,3.6279252969101363,-0.06249187989294436,0,-0.0
2022-08-27,3.6472653159023216,-0.00811902557832167,0,-0.0
2022-08-28,3.633471915617446,0.01664500148415038,1,0.01664500148415038
2022-08-29,3.621974745113393,0.020478490864639154,1,0.020478490864639154
2022-08-30,3.6203248416587464,0.006278797552802917,1,0.006278797552802917
2022-08-31,3.616843920647863,-0.0185467747414092,0,-0.0
2022-09-01,3.60563832381094,0.006664878577240296,1,0.006664878577240296
2022-09-02,3.5997756083752575,-0.012678500727845377,0,-0.0
2022-09-03,3.587553038912894,-0.0032422143137832427,0,-0.0
2022-09-04,3.575796295442642,-0.0059073628326545835,0,-0.0
2022-09-05,3.565592844010786,-0.0050096653048746775,0,-0.0
2022-09-06,3.554572350868523,-0.05257128013657164,0,-0.0
2022-09-07,3.568246384020808,0.025044433586457027,1,0.025044433586457027
2022-09-08,3.563680581866842,0.038244575444205786,1,0.038244575444205786
2022-09-09,3.55462247379339,0.06804238734033574,1,0.06804238734033574
2022-09-10,3.625778555024667,0.015506850086065782,1,0.015506850086065782
2022-09-11,3.619115048774793,-0.007554056858364522,0,-0.0
2022-09-12,3.6086988212731077,0.026455788464476715,1,0.026455788464476715
2022-09-13,3.6050633027465917,-0.08619945315872779,0,-0.0
2022-09-14,3.648919971019545,-0.014457186378834974,0,-0.0
2022-09-15,3.643265144481838,-0.014231652521218274,0,-0.0
2022-09-16,3.6373210971659717,0.0071307530946354,1,0.0071307530946354
2022-09-17,3.6305867252050645,0.01142095669118115,1,0.01142095669118115
2022-09-18,3.6244746404261887,-0.033090530054115774,0,-0.0
2022-09-19,3.6225164760207007,0.03163424512105428,1,0.03163424512105428
2022-09-20,3.6147537691020393,-0.018391882129710435,0,-0.0
2022-09-21,3.6132848826746473,-0.017962593254176817,0,-0.0
2022-09-22,3.608134711100868,0.03742006785071972,1,0.03742006785071972
2022-09-23,3.6155003263320973,-0.013935176471498334,0,-0.0
2022-09-24,3.6085582182381835,-0.01043935988520528,0,-0.0
2022-09-25,3.6043080352346397,0.004108294618449415,1,0.004108294618449415
2022-09-26,3.4145578651872697,0.06426323999520389,1,0.06426323999520389
2022-09-27,3.3587463595208535,-0.06729990306895228,0,-0.0
2022-09-28,3.2822089652675785,0.040641241638773806,0,0.0
2022-09-29,3.5678661581056663,-0.005846272098385841,0,-0.0
2022-09-30,3.560702860552597,0.0006683940655864973,1,0.0006683940655864973
2022-10-01,3.499871657217401,-0.0052668875666022075,0,-0.0
2022-10-02,3.477258223594026,0.0057865518415547434,1,0.0057865518415547434
2022-10-03,3.46631178295525,0.0226577513661943,1,0.0226577513661943
2022-10-04,3.482338170168403,0.030200888678505233,1,0.030200888678505233
2022-10-05,3.506616710942945,0.00813995766838893,1,0.00813995766838893
2022-10-06,3.493179891947722,-0.018428147231807857,0,-0.0
2022-10-07,3.4768383796748297,-0.02404441524612566,0,-0.0
2022-10-08,3.171718348944043,-0.004387041999633912,0,-0.0
2022-10-09,3.0975666581639367,0.0005657650429209404,0,0.0
2022-10-10,3.021659081993439,-0.021022107969151715,0,-0.0
2022-10-11,2.9579581095471887,0.00033665117686099144,0,0.0
2022-10-12,2.8860169657018964,0.0020569110215362674,0,0.0
2022-10-13,3.3059363246191666,0.03828703514512921,0,0.0
2022-10-14,3.274907697332155,-0.03084408703076824,0,-0.0
2022-10-15,3.183502750865003,-0.007060070741294444,0,-0.0
2022-10-16,3.165161661909883,-0.003771231999817215,0,-0.0
2022-10-17,3.154257230351472,0.018491794738213052,0,0.0
2022-10-18,3.150211807006283,-0.013591359964644334,0,-0.0
2022-10-19,3.133033176605149,-0.012579503467945896,0,-0.0
2022-10-20,3.1046374906758603,0.0005692954391240956,0,0.0
2022-10-21,3.0538120092743606,0.005664012262402984,0,0.0
2022-10-22,2.986477536502686,0.003021214292129315,0,0.0
2022-10-23,2.9064795118216793,-0.009098619470473523,0,-0.0
2022-10-24,2.86922338597101,-0.0025416964031567124,0,-0.0
2022-10-25,2.6020321564554005,0.0472396697632822,0,0.0
2022-10-26,2.9250463647978435,0.024830925982603835,0,0.0
2022-10-27,2.9648358134192274,-0.023050447674978214,0,-0.0
2022-10-28,2.9952572596437554,0.022971979526153152,0,0.0
2022-10-29,2.948541030852175,0.0023842302878598343,0,0.0
2022-10-30,2.898835423869257,-0.005128165353884162,0,-0.0
2022-10-31,2.857468340741542,-0.0020491144219646484,0,-0.0
2022-11-01,2.810662107659861,0.0018907191666772682,0,0.0
2022-11-02,2.7624279111548122,-0.010028916538768584,0,-0.0
2022-11-03,2.738254734789568,0.00058648658098015,0,0.0
2022-11-04,2.693731019111386,0.05556927988913807,0,0.0
2022-11-05,2.928928901213956,-0.006898876467357429,0,-0.0
2022-11-06,2.890797822749528,-0.000791047674252976,0,-0.0
2022-11-07,2.876047523303802,-0.060409969383850015,0,-0.0
2022-11-08,2.875153941800451,-0.072582613116421,0,-0.0
2022-11-09,3.8726113104535114,-0.10054895736412905,0,-0.0
2022-11-10,7.4646828923462225,0.03512781244885277,1,0.03512781244885277
2022-11-11,7.667131812964636,-0.01704461965089077,0,-0.0
2022-11-12,5.741608102772656,0.005392778625899597,1,0.005392778625899597
2022-11-13,4.318542985470654,-0.021028018747472954,0,-0.0
2022-11-14,3.6344518027222694,0.049624561528853306,1,0.049624561528853306
2022-11-15,3.2443746393265056,0.008999890725849058,0,0.0
2022-11-16,3.028746679877674,-0.02423207585137488,0,-0.0
