Date,sentiment_return
2022-08-02,-0.007318595484107787
2022-08-03,0.0218238558427066
2022-08-04,0.000588228957917769
2022-08-05,-0.007392537421944235
2022-08-08,0.00014386580192654618
2022-08-09,-0.010744218090822655
2022-08-10,0.030045221578522893
2022-08-11,-0.00026417417542795064
2022-08-12,0.0217923794968531
2022-08-15,0.004620788930638026
2022-08-16,-0.0009240204645928231
2022-08-17,-0.013697866694699558
2022-08-18,0.005388792917735691
2022-08-19,-0.021853510699365714
2022-08-22,-0.02807687010262913
2022-08-23,0.0023927517982255788
2022-08-24,0.0048358962448141925
2022-08-25,0.021865461373182897
2022-08-26,-0.0392009879219355
2022-08-29,-0.005870583843458112
2022-08-30,-0.013791402711670443
2022-08-31,-0.006415109149024096
2022-09-01,-0.0050036984839051625
2022-09-02,-0.010752642286005526
2022-09-06,-0.010894466895843558
2022-09-07,0.01559728450173421
2022-09-08,0.006710985636855394
2022-09-09,0.02204659313336577
2022-09-12,0.011474027326739628
2022-09-13,-0.054013894917866886
2022-09-14,0.010228740013854938
2022-09-15,-0.011165347856299867
2022-09-16,-0.006853086690220445
2022-09-19,0.0079022478991709
2022-09-20,-0.01834582068449811
2022-09-21,-0.01663955214537255
2022-09-22,-0.013477231727925166
2022-09-23,-0.025397399448960203
2022-09-26,-0.015305108403169005
2022-09-27,0.0032459860219361428
2022-09-28,0.028400329363033883
2022-09-29,-0.0289162113297198
2022-09-30,-0.016633702657694753
2022-10-03,0.023332169989977267
2022-10-04,0.03415715289758141
2022-10-05,-0.004726958653268976
2022-10-06,-0.00655301700748468
2022-10-07,-0.040412429073304654
2022-10-10,-0.011912969896245563
2022-10-11,-0.01050007093178413
2022-10-12,0.0009378475105245976
2022-10-13,0.03184303681850883
2022-10-14,-0.028401439478687392
2022-10-17,0.03539890532052103
2022-10-18,0.005384034711053177
2022-10-19,0.0039307932736816105
2022-10-20,-0.007681249428116694
2022-10-21,0.02874854013390534
2022-10-24,0.005121331284723385
2022-10-25,0.022910124107532702
2022-10-26,-0.017481376300695583
2022-10-27,-0.02387586056502206
2022-10-28,0.028398049773942505
2022-10-31,-0.011512749192115174
2022-11-01,-0.006717017463029591
2022-11-02,-0.03127482398672142
2022-11-03,-0.008569576002514907
2022-11-04,0.017794413844033657
2022-11-07,0.011707925264867441
2022-11-08,0.005562782915003945
2022-11-09,-0.027017882515137544
2022-11-10,0.07567031217477971
2022-11-11,0.025421132932174875
2022-11-14,-0.007554679157918871
2022-11-15,0.014383542790693944
2022-11-16,-0.020347266237655003
2022-11-17,-0.005085179007038798
2022-11-18,-0.003624462619963409
2022-11-21,-0.015666772997922948
2022-11-22,0.015927838951157167
2022-11-23,0.011170667659979905
2022-11-25,-0.006069722703118429
2022-11-28,-0.01931465202986093
2022-11-29,-0.0025992550883475406
2022-11-30,0.042243769384072274
2022-12-01,-0.002962137104269583
2022-12-02,-0.004685528921069057
2022-12-05,-0.022532883626680666
2022-12-06,-0.025747417845054243
2022-12-07,-0.004664880559229856
2022-12-08,0.007815609596245901
2022-12-09,-0.003745118835369689
2022-12-12,0.010966364988558788
2022-12-13,0.01178726222128393
2022-12-14,-0.008834139925806202
2022-12-15,-0.03188780948798459
2022-12-16,-0.009585575334999865
2022-12-19,-0.011295529397946733
2022-12-20,0.00069764221576846
2022-12-21,0.01695444267172197
2022-12-22,-0.02691793429495704
2022-12-23,0.009064066705864822
2022-12-27,-0.01646575436023378
2022-12-28,-0.012436745138402415
2022-12-29,0.028368114524741944
2022-12-30,0.0026252037126990196
2023-01-03,-0.0027913094911047615
2023-01-04,0.018568607720062576
2023-01-05,-0.01034936086418399
2023-01-06,0.02656039386714036
2023-01-09,0.012842165772469829
2023-01-10,0.012517035657022113
2023-01-11,0.014834011829108599
2023-01-12,0.012888406051928494
2023-01-13,0.004243419035382384
2023-01-17,-0.0016954373962057418
2023-01-18,-0.010584651641928185
2023-01-19,-0.009795993585986245
2023-01-20,0.029736045688425895
2023-01-23,0.031010260602312666
2023-01-24,-0.0016841674116758216
2023-01-25,0.0003751925903510969
2023-01-26,0.02272544519379709
2023-01-27,0.011400869551646634
2023-01-30,-0.02378426296682388
2023-01-31,0.01513409066564362
2023-02-01,0.019113133917232277
2023-02-02,0.03658528918059301
2023-02-03,-0.016172669333861397
2023-02-06,-0.009530867009762974
2023-02-07,0.022431058943980925
2023-02-08,-0.019045803255249294
2023-02-09,-0.012294896465990957
2023-02-10,-0.0008448938435057737
2023-02-13,0.008758906477257128
2023-02-14,0.008882387904002248
2023-02-15,0.0013088785766407597
2023-02-16,-0.02347440805117328
2023-02-17,-0.011602233439439441
2023-02-21,-0.02405778560794094
2023-02-22,-0.0033689733422688937
2023-02-23,0.006596367031709616
2023-02-24,-0.01876704062443174
2023-02-27,0.004523900671159192
2023-02-28,-0.00223273294504246
